t,id_ref,iq_ref,id,iq,ia,ib,ic,vd_cmd,vq_cmd,va_ref,vb_ref,vc_ref,da,db,dc,va,vb,vc,torque_e,omega_m
0.073450000,0.000000000,25.000000000,0.992874085,0.461434298,-0.680466986,-0.402574646,1.083041631,-0.962615265,23.980687477,11.615549212,-23.995937305,12.380388093,0.741990609,0.000500000,0.757924752,11.608903444,-23.982645768,12.373742324,0.072675902,225.121108139
0.073500000,0.000000000,25.000000000,0.992868778,0.458630774,-0.612290003,-0.478663041,1.090953044,-0.962566054,23.980689452,13.232547341,-23.956249684,10.723702343,0.775678070,0.000911465,0.723410465,13.232547341,-23.956249684,10.723702343,0.072234347,225.121073496
0.073550000,0.000000000,25.000000000,0.992705545,0.458873099,-0.538787232,-0.554804694,1.093591926,-0.962565791,23.980689463,14.767479407,-23.767913896,9.000434489,0.807655821,0.004835127,0.687509052,14.767479407,-23.767913896,9.000434489,0.072272513,225.120954903
0.073600000,0.000000000,25.000000000,0.992563567,0.459127303,-0.461933881,-0.627489845,1.089423727,-0.962567068,23.980689411,16.210779391,-23.432097550,7.221318158,0.837724571,0.011831301,0.650444128,16.210779391,-23.432097550,7.221318158,0.072312550,225.120852618
0.073650000,0.000000000,25.000000000,0.992443116,0.459391172,-0.382206611,-0.696267119,1.078473730,-0.962569872,23.980689299,17.553491575,-22.950884214,5.397392639,0.865697741,0.021856579,0.612445680,17.553491575,-22.950884214,5.397392639,0.072354110,225.120767349
0.073700000,0.000000000,25.000000000,0.992344291,0.459662487,-0.300100075,-0.760709291,1.060809366,-0.962574181,23.980689126,18.787284340,-22.327259620,3.539975280,0.891401757,0.034848758,0.573749485,18.787284340,-22.327259620,3.539975280,0.072396842,225.120699656
0.073750000,0.000000000,25.000000000,0.992267022,0.459939043,-0.216123847,-0.820415964,1.036539811,-0.962579958,23.980688894,19.904501867,-21.565093138,1.660591271,0.914677122,0.050727226,0.534595651,19.904501867,-21.565093138,1.660591271,0.072440399,225.120649953
0.073800000,0.000000000,25.000000000,0.992211077,0.460218660,-0.130799256,-0.875016074,1.005815330,-0.962587160,23.980688605,20.898211641,-20.669113778,-0.229097863,0.935379409,0.069393463,0.495227128,20.898211641,-20.669113778,-0.229097863,0.072484439,225.120618513
0.073850000,0.000000000,25.000000000,0.992176066,0.460499206,-0.044656146,-0.924170220,0.968826366,-0.962595732,23.980688261,21.762247468,-19.644880854,-2.117366613,0.953380156,0.090731649,0.455888196,21.762247468,-19.644880854,-2.117366613,0.072528625,225.120605465
0.073900000,0.000000000,25.000000000,0.992161452,0.460778605,0.041770431,-0.967572796,0.925802365,-0.962605610,23.980687864,22.491247737,-18.498749499,-3.992498238,0.968567661,0.114609385,0.416822953,22.491247737,-18.498749499,-3.992498238,0.072572630,225.120610801
0.073950000,0.000000000,25.000000000,0.992166560,0.461054857,0.127943543,-1.004953910,0.877010367,-0.962616723,23.980687418,23.080688701,-17.237831237,-5.842857464,0.980847681,0.140878516,0.378273803,23.080688701,-17.237831237,-5.842857464,0.072616140,225.120634378
0.074000000,0.000000000,25.000000000,0.992190583,0.461326044,0.213327731,-1.036081083,0.822753351,-0.962628992,23.980686926,23.526912543,-15.869949866,-7.656962677,0.990144011,0.169376044,0.340479944,23.526912543,-15.869949866,-7.656962677,0.072658852,225.120675925
0.074050000,0.000000000,25.000000000,0.992232596,0.461590349,0.297392356,-1.060760716,0.763368360,-0.962642330,23.980686390,23.827150087,-14.403592923,-9.423557165,0.996398960,0.199925147,0.303675892,23.827150087,-14.403592923,-9.423557165,0.072700480,225.120735050
0.074100000,0.000000000,25.000000000,0.992291564,0.461846062,0.379614907,-1.078839309,0.699224403,-0.962656648,23.980685815,23.979537986,-12.847859021,-11.131678965,0.999500000,0.232336270,0.268090022,23.977179329,-12.846679692,-11.130499637,0.072740755,225.120811243
0.074150000,0.000000000,25.000000000,0.992369853,0.461558720,0.458951393,-1.089939814,0.630988421,-0.962661762,23.980685610,23.983130670,-11.212410373,-12.770720297,0.999500000,0.266408117,0.233943327,23.978376890,-11.210033483,-12.768343407,0.072695498,225.120886379
0.074200000,0.000000000,25.000000000,0.992342481,0.460729543,0.534904000,-1.093992844,0.559088843,-0.962649408,23.980686106,23.837908842,-9.507403770,-14.330505072,0.996623101,0.301929088,0.201447811,23.837908842,-9.507403770,-14.330505072,0.072564903,225.120924765
0.074250000,0.000000000,25.000000000,0.992331292,0.460985242,0.608617536,-1.091779473,0.483161936,-0.962659091,23.980685717,23.544769982,-7.743383268,-15.801386713,0.990516041,0.338679515,0.170804443,23.544769982,-7.743383268,-15.801386713,0.072605176,225.120944423
0.074300000,0.000000000,25.000000000,0.992337976,0.461237539,0.678547476,-1.082769560,0.404222084,-0.962669876,23.980685284,23.105533513,-5.931313135,-17.174220378,0.981365282,0.376430976,0.142203742,23.105533513,-5.931313135,-17.174220378,0.072644912,225.120980756
0.074350000,0.000000000,25.000000000,0.992361764,0.461484703,0.744259224,-1.067018925,0.322759700,-0.962681690,23.980684810,22.522924608,-4.082437277,-18.440487331,0.969227596,0.414949223,0.115823181,22.522924608,-4.082437277,-18.440487331,0.072683841,225.121033484
0.074400000,0.000000000,25.000000000,0.992401779,0.461725095,0.805344372,-1.044625336,0.239280964,-0.962694454,23.980684298,21.800558075,-2.208228030,-19.592330045,0.954178293,0.453995249,0.091826457,21.800558075,-2.208228030,-19.592330045,0.072721702,225.121102215
0.074450000,0.000000000,25.000000000,0.992457046,0.461957176,0.861423244,-1.015727914,0.154304670,-0.962708084,23.980683751,20.942915936,-0.320314975,-20.622600961,0.936310749,0.493326771,0.070362480,20.942915936,-0.320314975,-20.622600961,0.072758255,225.121186453
0.074500000,0.000000000,25.000000000,0.992526506,0.462179521,0.912147282,-0.980506271,0.068358988,-0.962722490,23.980683172,19.955319625,1.569587218,-21.524906844,0.915735826,0.532699734,0.051564441,19.955319625,1.569587218,-21.524906844,0.072793274,225.121285604
0.074550000,0.000000000,25.000000000,0.992609023,0.462390818,0.957201226,-0.939179396,-0.018021830,-0.962737582,23.980682566,18.843896976,3.449751481,-22.293648456,0.892581187,0.571869823,0.035548990,18.843896976,3.449751481,-22.293648456,0.072826554,225.121398985
0.074600000,0.000000000,25.000000000,0.992703395,0.462589884,0.996305087,-0.892004297,-0.104300790,-0.962753265,23.980681937,17.615544205,5.308511111,-22.924055316,0.866990504,0.610593981,0.022415514,17.615544205,5.308511111,-22.924055316,0.072857907,225.121525831
0.074650000,0.000000000,25.000000000,0.992808367,0.462775661,1.029215898,-0.839274396,-0.189941501,-0.962769443,23.980681287,16.277883132,7.134332168,-23.412215300,0.839122565,0.648631920,0.012245515,16.277883132,7.134332168,-23.412215300,0.072887167,225.121665302
0.074700000,0.000000000,25.000000000,0.992922643,0.462947226,1.055729237,-0.781317702,-0.274411535,-0.962786020,23.980680622,14.839213885,8.915885044,-23.755098929,0.809150289,0.685747605,0.005102106,14.839213885,8.915885044,-23.755098929,0.072914188,225.121816496
0.074750000,0.000000000,25.000000000,0.993044892,0.463103792,1.075680503,-0.718494760,-0.357185743,-0.962802898,23.980679944,13.308463411,10.642114765,-23.950578176,0.777259654,0.721710724,0.001029621,13.308463411,10.642114765,-23.950578176,0.072938847,225.121978453
0.074800000,0.000000000,25.000000000,0.993173766,0.463244709,1.088945943,-0.651196404,-0.437749539,-0.962819981,23.980679258,11.695130080,12.302309596,-23.997439676,0.743648543,0.756298117,0.000500000,11.687983522,12.295163037,-23.983146559,0.072961042,225.122150166
0.074850000,0.000000000,25.000000000,0.993148626,0.460144210,1.093839825,-0.581466885,-0.512372941,-0.962764891,23.980681470,10.009290779,13.886108264,-23.895399042,0.708526891,0.789293922,0.002179187,10.009290779,13.886108264,-23.895399042,0.072472713,225.122224465
0.074900000,0.000000000,25.000000000,0.993054291,0.460315688,1.093564282,-0.506490846,-0.587073436,-0.962767896,23.980681349,8.261291899,15.383792094,-23.645083992,0.672110248,0.820495669,0.007394083,8.261291899,15.383792094,-23.645083992,0.072499721,225.122202835
0.074950000,0.000000000,25.000000000,0.992973975,0.460492452,1.086487422,-0.428366513,-0.658120910,-0.962771853,23.980681190,6.462030010,16.786018394,-23.248048404,0.634625625,0.849708717,0.015665658,6.462030010,16.786018394,-23.248048404,0.072527561,225.122192640
0.075000000,0.000000000,25.000000000,0.992907675,0.460673062,1.072652970,-0.347578785,-0.725074185,-0.962776741,23.980680994,4.622669604,18.084086113,-22.706755717,0.596305617,0.876751794,0.026942589,4.622669604,18.084086113,-22.706755717,0.072556007,225.122194180
0.075050000,0.000000000,25.000000000,0.992855278,0.460856094,1.052146645,-0.264629188,-0.787517457,-0.962782535,23.980680762,2.754624013,19.269940472,-22.024564485,0.557388000,0.901457093,0.041154907,2.754624013,19.269940472,-22.024564485,0.072584835,225.122207658
0.075100000,0.000000000,25.000000000,0.992816570,0.461040150,1.025095637,-0.180032749,-0.845062888,-0.962789202,23.980680494,0.869484592,20.336222954,-21.205707546,0.518114262,0.923671312,0.058214426,0.869484592,20.336222954,-21.205707546,0.072613824,225.122233188
0.075150000,0.000000000,25.000000000,0.992791236,0.461223867,0.991667835,-0.094314803,-0.897353032,-0.962796703,23.980680193,-1.021051196,21.276316959,-20.255265763,0.478728100,0.943256603,0.078015297,-1.021051196,21.276316959,-20.255265763,0.072642759,225.122270790
0.075200000,0.000000000,25.000000000,0.992778872,0.461405924,0.952070783,-0.008007718,-0.944063065,-0.962804996,23.980679860,-2.905252367,22.084388869,-19.179136502,0.439473909,0.960091435,0.100434656,-2.905252367,22.084388869,-19.179136502,0.072671433,225.122320399
0.075250000,0.000000000,25.000000000,0.992778982,0.461585056,0.906550406,0.078352415,-0.984902821,-0.962814031,23.980679497,-4.771427201,22.755424248,-17.983997047,0.400595267,0.974071338,0.125333395,-4.771427201,22.755424248,-17.983997047,0.072699646,225.122381863
0.075300000,0.000000000,25.000000000,0.992790994,0.461760055,0.855389477,0.164229126,-1.019618603,-0.962823755,23.980679107,-6.607995789,23.285258959,-16.677263171,0.362333421,0.985109562,0.152557017,-6.607995789,23.285258959,-16.677263171,0.072727209,225.122454950
0.075350000,0.000000000,25.000000000,0.992814259,0.461929786,0.798905872,0.249088903,-1.047994775,-0.962834113,23.980678691,-8.403561886,23.670605014,-15.267043128,0.324925794,0.993137604,0.181936601,-8.403561886,23.670605014,-15.267043128,0.072753941,225.122539350
0.075400000,0.000000000,25.000000000,0.992848065,0.462093185,0.737450587,0.332404522,-1.069855108,-0.962845043,23.980678252,-10.146983629,23.909070978,-13.762087349,0.288604508,0.998105645,0.213289847,-10.146983629,23.909070978,-13.762087349,0.072779677,225.122634682
0.075450000,0.000000000,25.000000000,0.992891637,0.462249269,0.671405557,0.413658333,-1.085063890,-0.962856482,23.980677793,-11.827442671,23.999176815,-12.171734144,0.253594944,0.999500000,0.246422205,-11.819717066,23.983725605,-12.164008539,0.072804260,225.122740496
0.075500000,0.000000000,25.000000000,0.992851837,0.458907532,0.602938583,0.488854673,-1.091793256,-0.962796147,23.980680215,-13.434451153,23.940368195,-10.505917042,0.220115601,0.998757671,0.281126728,-13.434451153,23.940368195,-10.505917042,0.072277936,225.122741530
0.075550000,0.000000000,25.000000000,0.992658493,0.459108645,0.528962013,0.564532332,-1.093494345,-0.962792968,23.980680343,-14.958146852,23.733007783,-8.774860930,0.188371941,0.994437662,0.317190397,-14.958146852,23.733007783,-8.774860930,0.072309612,225.122639642
0.075600000,0.000000000,25.000000000,0.992484290,0.459324179,0.451700754,0.636691012,-1.088391766,-0.962791174,23.980680415,-16.389026255,23.378381666,-6.989355411,0.158561953,0.987049618,0.354388429,-16.389026255,23.378381666,-6.989355411,0.072343558,225.122551440
0.075650000,0.000000000,25.000000000,0.992329763,0.459552109,0.371633917,0.704882793,-1.076516710,-0.962790772,23.980680431,-17.718210610,22.878690163,-5.160479553,0.130870612,0.976639378,0.392490009,-17.718210610,22.878690163,-5.160479553,0.072379457,225.122477804
0.075700000,0.000000000,25.000000000,0.992195280,0.459790376,0.289258160,0.768684275,-1.057942435,-0.962791759,23.980680391,-18.937452145,22.237033701,-3.299581556,0.105469747,0.963271535,0.431258718,-18.937452145,22.237033701,-3.299581556,0.072416984,225.122419479
0.075750000,0.000000000,25.000000000,0.992081045,0.460036906,0.205084605,0.827699222,-1.032783827,-0.962794122,23.980680296,-20.039185247,21.457393591,-1.418208344,0.082516974,0.947029033,0.470453993,-20.039185247,21.457393591,-1.418208344,0.072455813,225.122377074
0.075800000,0.000000000,25.000000000,0.991987100,0.460289627,0.119635664,0.881561045,-1.001196709,-0.962797836,23.980680147,-21.016573406,20.544607328,0.471966078,0.062154721,0.928012653,0.509832627,-21.016573406,20.544607328,0.471966078,0.072495616,225.122351064
0.075850000,0.000000000,25.000000000,0.991913331,0.460546482,0.033441797,0.929935097,-0.963376894,-0.962802866,23.980679945,-21.863551638,19.504338582,2.359213056,0.044509341,0.906340387,0.549150272,-21.863551638,19.504338582,2.359213056,0.072536071,225.122341786
0.075900000,0.000000000,25.000000000,0.991859474,0.460805447,-0.052961790,0.972520769,-0.919558979,-0.962809169,23.980679692,-22.574864119,18.343042061,4.231822058,0.029690331,0.882146710,0.588162960,-22.574864119,18.343042061,4.231822058,0.072576858,225.122349444
0.075950000,0.000000000,25.000000000,0.991825120,0.461064542,-0.139038482,1.009053387,-0.870014905,-0.962816694,23.980679390,-23.146096805,17.067923472,6.078173333,0.017789650,0.855581739,0.626628611,-23.146096805,17.067923472,6.078173333,0.072617665,225.122374110
0.076000000,0.000000000,25.000000000,0.991809725,0.461321849,-0.224253594,1.039305868,-0.815052273,-0.962825380,23.980679041,-23.573704821,15.686894814,7.886810007,0.008881150,0.826810309,0.664308542,-23.573704821,15.686894814,7.886810007,0.072658191,225.122415729
0.076050000,0.000000000,25.000000000,0.991812615,0.461575522,-0.308077711,1.063090154,-0.755012443,-0.962835160,23.980678649,-23.855034472,14.208525294,9.646509178,0.003020115,0.796010944,0.700968941,-23.855034472,14.208525294,9.646509178,0.072698145,225.122474121
0.076100000,0.000000000,25.000000000,0.991833000,0.461823796,-0.389989989,1.080258399,-0.690268410,-0.962845961,23.980678215,-23.988339707,12.641988163,11.346351545,0.000500000,0.763374753,0.736382324,-23.980113236,12.637874927,11.342238309,0.072737248,225.122548989
0.076150000,0.000000000,25.000000000,0.991863375,0.460206444,-0.467622844,1.089780961,-0.622158117,-0.962822364,23.980679162,-23.972794662,10.997035389,12.975759274,0.000566778,0.729104904,0.770328318,-23.972794662,10.997035389,12.975759274,0.072482515,225.122578841
0.076200000,0.000000000,25.000000000,0.991779382,0.460468897,-0.544223693,1.093457626,-0.549233934,-0.962826703,23.980678988,-23.808495992,9.283820748,14.524675244,0.003989667,0.693412932,0.802597401,-23.808495992,9.283820748,14.524675244,0.072523851,225.122564272
0.076250000,0.000000000,25.000000000,0.991716039,0.460734291,-0.617437133,1.090326609,-0.472889476,-0.962832365,23.980678761,-23.496462060,7.512997509,15.983464552,0.010490374,0.656520781,0.832988845,-23.496462060,7.512997509,15.983464552,0.072565651,225.122567033
0.076300000,0.000000000,25.000000000,0.991672981,0.461000570,-0.686808367,1.080407115,-0.393598748,-0.962839300,23.980678483,-23.038628761,5.695553689,17.343075072,0.020028567,0.618657369,0.861314064,-23.038628761,5.695553689,17.343075072,0.072607590,225.122587250
0.076350000,0.000000000,25.000000000,0.991649698,0.461265732,-0.751906399,1.063760567,-0.311854168,-0.962847451,23.980678155,-22.437836676,3.842766634,18.595070042,0.032545069,0.580057638,0.887397293,-22.437836676,3.842766634,18.595070042,0.072649353,225.122624914
0.076400000,0.000000000,25.000000000,0.991645546,0.461527844,-0.812326737,1.040490244,-0.228163507,-0.962856751,23.980677782,-21.697813459,1.966133045,19.731680414,0.047962220,0.540961105,0.911076675,-21.697813459,1.966133045,19.731680414,0.072690635,225.122679887
0.076450000,0.000000000,25.000000000,0.991659754,0.461785057,-0.867693921,1.010740646,-0.143046725,-0.962867127,23.980677365,-20.823150712,0.077297645,20.745853067,0.066184360,0.501610368,0.932205272,-20.823150712,0.077297645,20.745853067,0.072731146,225.122751906
0.076500000,0.000000000,25.000000000,0.991691436,0.462035615,-0.917663882,0.974696613,-0.057032731,-0.962878501,23.980676909,-19.819275510,-1.812019069,21.631294579,0.087098427,0.462249603,0.950651970,-19.819275510,-1.812019069,21.631294579,0.072770609,225.122840592
0.076550000,0.000000000,25.000000000,0.991739597,0.462277866,-0.961926092,0.932582172,0.029343920,-0.962890788,23.980676415,-18.692416725,-3.690093557,22.382510282,0.110574652,0.423123051,0.966302298,-18.692416725,-3.690093557,22.382510282,0.072808764,225.122945451
0.076600000,0.000000000,25.000000000,0.991803149,0.462510271,-1.000205514,0.884659158,0.115546356,-0.962903899,23.980675889,-17.449566394,-5.545271970,22.994838365,0.136467367,0.384473501,0.979059133,-17.449566394,-5.545271970,22.994838365,0.072845368,225.123065888
0.076650000,0.000000000,25.000000000,0.991880920,0.462731415,-1.032264328,0.831225578,0.201038750,-0.962917743,23.980675333,-16.098436335,-7.366042475,23.464478810,0.164615910,0.346540782,0.988843309,-16.098436335,-7.366042475,23.464478810,0.072880198,225.123201207
0.076700000,0.000000000,25.000000000,0.991971664,0.462940009,-1.057903417,0.772613761,0.285289657,-0.962932224,23.980674751,-14.647410302,-9.141106679,23.788516981,0.194845619,0.309560278,0.995594104,-14.647410302,-9.141106679,23.788516981,0.072913051,225.123350627
0.076750000,0.000000000,25.000000000,0.992074076,0.463134899,-1.076963621,0.709188282,0.367775339,-0.962947244,23.980674148,-13.105491973,-10.859449742,23.964941716,0.226968917,0.273761464,0.999269619,-13.105491973,-10.859449742,23.964941716,0.072943747,225.123513284
0.076800000,0.000000000,25.000000000,0.992186801,0.463315071,-1.089326729,0.641343691,0.447983038,-0.962962705,23.980673527,-11.482249086,-12.510408733,23.992657820,0.260786477,0.239366485,0.999500000,-11.476696480,-12.504856127,23.981552607,0.072972124,225.123688244
0.076850000,0.000000000,25.000000000,0.992159322,0.460975133,-1.093670276,0.570765047,0.522905229,-0.962922420,23.980675145,-9.787805536,-14.083693157,23.871498693,0.296087385,0.206589726,0.997322889,-9.787805536,-14.083693157,23.871498693,0.072603583,225.123792081
0.076900000,0.000000000,25.000000000,0.992108369,0.461174500,-1.092478941,0.495366850,0.597112091,-0.962927806,23.980674929,-8.032586026,-15.569624665,23.602210691,0.332654458,0.175632819,0.991712723,-8.032586026,-15.569624665,23.602210691,0.072634984,225.123825842
0.076950000,0.000000000,25.000000000,0.992072449,0.461374039,-1.084490864,0.416886009,0.667604855,-0.962934112,23.980674676,-6.227521393,-16.958944228,23.186465621,0.370259971,0.146688662,0.983051367,-6.227521393,-16.958944228,23.186465621,0.072666411,225.123872699
0.077000000,0.000000000,25.000000000,0.992051151,0.461572270,-1.069755620,0.335809928,0.733945692,-0.962941295,23.980674387,-4.383812308,-18.243030651,22.626842959,0.408670577,0.119936861,0.971392562,-4.383812308,-18.243030651,22.626842959,0.072697633,225.123932612
0.077050000,0.000000000,25.000000000,0.992043968,0.461767769,-1.048364738,0.252642200,0.795722538,-0.962949304,23.980674066,-2.512899283,-19.413915689,21.926814972,0.447647932,0.095543423,0.956808645,-2.512899283,-19.413915689,21.926814972,0.072728424,225.124005449
0.077100000,0.000000000,25.000000000,0.992050298,0.461959174,-1.020451142,0.167899477,0.852551665,-0.962958083,23.980673713,-0.626391681,-20.464333491,21.090725171,0.486950173,0.073659719,0.939390108,-0.626391681,-20.464333491,21.090725171,0.072758570,225.124090985
0.077150000,0.000000000,25.000000000,0.992069454,0.462145197,-0.986188330,0.082108251,0.904080079,-0.962967574,23.980673332,1.264004318,-21.387765691,20.123761373,0.526333423,0.054421548,0.919245029,1.264004318,-21.387765691,20.123761373,0.072787869,225.124188906
0.077200000,0.000000000,25.000000000,0.992100674,0.462324628,-0.945789301,-0.004198426,0.949987728,-0.962977714,23.980672925,3.146558352,-22.178481866,19.031923514,0.565553299,0.037948294,0.896498407,3.146558352,-22.178481866,19.031923514,0.072816129,225.124298821
0.077250000,0.000000000,25.000000000,0.992143125,0.462496345,-0.899505232,-0.090484267,0.989989499,-0.962988434,23.980672494,5.009588668,-22.831575093,17.821986425,0.604366431,0.024342186,0.871291384,5.009588668,-22.831575093,17.821986425,0.072843174,225.124420258
0.077300000,0.000000000,25.000000000,0.992195916,0.462659319,-0.847623917,-0.176213089,1.023837006,-0.962999668,23.980672043,6.841534606,-23.342992409,16.501457803,0.642531971,0.013687658,0.843780371,6.841534606,-23.342992409,16.501457803,0.072868843,225.124552675
0.077350000,0.000000000,25.000000000,0.992258102,0.462812617,-0.790467973,-0.260852160,1.051320133,-0.963011343,23.980671574,8.631028338,-23.709559966,15.078531628,0.679813090,0.006050834,0.814136076,8.631028338,-23.709559966,15.078531628,0.072892987,225.124695469
0.077400000,0.000000000,25.000000000,0.992328696,0.462955409,-0.728392835,-0.343875522,1.072268357,-0.963023388,23.980671091,10.366965410,-23.929002734,13.562037324,0.715978446,0.001479110,0.782542444,10.366965410,-23.929002734,13.562037324,0.072915477,225.124847975
0.077450000,0.000000000,25.000000000,0.992406677,0.463086969,-0.661784536,-0.424767269,1.086551805,-0.963035729,23.980670595,12.038573648,-23.999958624,11.961384976,0.750803618,0.000500000,0.749195520,12.030587440,-23.983986208,11.953398768,0.072936198,225.125009479
0.077500000,0.000000000,25.000000000,0.992359013,0.459600509,-0.592873872,-0.499416197,1.092290069,-0.962973541,23.980673092,13.635418170,-23.921993007,10.286574837,0.784071212,0.001625146,0.714303642,13.635418170,-23.921993007,10.286574837,0.072387080,225.125060605
0.077550000,0.000000000,25.000000000,0.992186745,0.459775045,-0.518457534,-0.574600988,1.093058522,-0.962970827,23.980673201,15.147703149,-23.695585879,8.547882729,0.815577149,0.006341961,0.678080890,15.147703149,-23.695585879,8.547882729,0.072414570,225.125003220
0.077600000,0.000000000,25.000000000,0.992031144,0.459961698,-0.440822833,-0.646205188,1.087028021,-0.962969273,23.980673264,16.565993716,-23.322142085,6.756148369,0.845124869,0.014122040,0.640753091,16.565993716,-23.322142085,6.756148369,0.072443967,225.124957699
0.077650000,0.000000000,25.000000000,0.991892654,0.460158711,-0.360451338,-0.713784360,1.074235698,-0.962968884,23.980673279,17.881489006,-22.803978729,4.922489723,0.872531021,0.024917110,0.602551869,17.881489006,-22.803978729,4.922489723,0.072474997,225.124924779
0.077700000,0.000000000,25.000000000,0.991771571,0.460364303,-0.277841708,-0.776918976,1.054760684,-0.962969655,23.980673248,19.086025981,-22.144310908,3.058284927,0.897625541,0.038660189,0.563714269,19.086025981,-22.144310908,3.058284927,0.072507378,225.124905079
0.077750000,0.000000000,25.000000000,0.991668052,0.460576680,-0.193506603,-0.835217030,1.028723633,-0.962971575,23.980673171,20.172130079,-21.347231767,1.175101688,0.920252710,0.055266005,0.524481285,20.172130079,-21.347231767,1.175101688,0.072540827,225.124899105
0.077800000,0.000000000,25.000000000,0.991582114,0.460794051,-0.107969496,-0.888316492,0.996285987,-0.962974621,23.980673049,21.133061596,-20.417687110,-0.715374486,0.940272117,0.074631519,0.485096365,21.133061596,-20.417687110,-0.715374486,0.072575063,225.124907241
0.077850000,0.000000000,25.000000000,0.991513640,0.461014642,-0.021761422,-0.935887571,0.957648993,-0.962978763,23.980672883,21.962857511,-19.361444715,-2.601412796,0.957559531,0.096636568,0.445803900,21.962857511,-19.361444715,-2.601412796,0.072609806,225.124929757
0.077900000,0.000000000,25.000000000,0.991462383,0.461236708,0.064582326,-0.977634784,0.913052458,-0.962983964,23.980672674,22.656368486,-18.185058551,-4.471309935,0.972007677,0.121144614,0.406847710,22.656368486,-18.185058551,-4.471309935,0.072644782,225.124966805
0.077950000,0.000000000,25.000000000,0.991427972,0.461458547,0.150525528,-1.013298802,0.862773274,-0.962990181,23.980672424,23.209290828,-16.895828121,-6.313462707,0.983526892,0.148003581,0.368469527,23.209290828,-16.895828121,-6.313462707,0.072679721,225.125018425
0.078000000,0.000000000,25.000000000,0.991409918,0.461678507,0.235534381,-1.042658085,0.807123705,-0.962997360,23.980672136,23.618193198,-15.501753171,-8.116440026,0.992045692,0.177046809,0.330907499,23.618193198,-15.501753171,-8.116440026,0.072714365,225.125084548
0.078050000,0.000000000,25.000000000,0.991407623,0.461895003,0.319080823,-1.065530270,0.746449446,-0.963005447,23.980671811,23.880537905,-14.011484062,-9.869053843,0.997511206,0.208094082,0.294394712,23.880537905,-14.011484062,-9.869053843,0.072748463,225.125164997
0.078100000,0.000000000,25.000000000,0.991420388,0.462106524,0.400645831,-1.081773316,0.681127485,-0.963014378,23.980671452,23.994696667,-12.434268094,-11.560428573,0.999500000,0.240952748,0.259157738,23.982232222,-12.428035872,-11.554196351,0.072781778,225.125259494
0.078150000,0.000000000,25.000000000,0.991408845,0.459495866,0.476906625,-1.089887993,0.612981368,-0.962970313,23.980673222,23.959963842,-10.779940452,-13.180023390,0.999165913,0.275417907,0.225416179,23.959963842,-10.779940452,-13.180023390,0.072370599,225.125275100
0.078200000,0.000000000,25.000000000,0.991242829,0.459740725,0.553040887,-1.092640682,0.539599795,-0.962968623,23.980673290,23.776554441,-9.058684637,-14.717869804,0.995344884,0.311277403,0.193377712,23.776554441,-9.058684637,-14.717869804,0.072409164,225.125213154
0.078250000,0.000000000,25.000000000,0.991098631,0.459996267,0.625727969,-1.088591500,0.462863531,-0.962968383,23.980673299,23.445605467,-7.281216508,-16.164388959,0.988450114,0.348307989,0.163241897,23.445605467,-7.281216508,-16.164388959,0.072449412,225.125167642
0.078300000,0.000000000,25.000000000,0.990976444,0.460260249,0.694516574,-1.077765237,0.383248663,-0.962969575,23.980673252,22.969170275,-5.458565501,-17.510604774,0.978524381,0.386279885,0.135195734,22.969170275,-5.458565501,-17.510604774,0.072490989,225.125139190
0.078350000,0.000000000,25.000000000,0.990876285,0.460530431,0.758979519,-1.060228796,0.301249277,-0.962972173,23.980673147,22.350204968,-3.602041451,-18.748163517,0.965629270,0.424957470,0.109413260,22.350204968,-3.602041451,-18.748163517,0.072533543,225.125128279
0.078400000,0.000000000,25.000000000,0.990798004,0.460804594,0.818716408,-1.036090804,0.217374396,-0.962976140,23.980672988,21.592550067,-1.723164421,-19.869385646,0.949844793,0.464100741,0.086054466,21.592550067,-1.723164421,-19.869385646,0.072576723,225.125135241
0.078450000,0.000000000,25.000000000,0.990741289,0.461080556,0.873356143,-1.005500953,0.132144809,-0.962981429,23.980672776,20.700906685,0.166406779,-20.867313464,0.931268889,0.503466808,0.065264303,20.700906685,0.166406779,-20.867313464,0.072620187,225.125160264
0.078500000,0.000000000,25.000000000,0.990705671,0.461356187,0.922559247,-0.968649085,0.046089838,-0.962987985,23.980672512,19.680807365,2.054946925,-21.735754291,0.910016820,0.542811394,0.047171786,19.680807365,2.054946925,-21.735754291,0.072663599,225.125203396
0.078550000,0.000000000,25.000000000,0.990690537,0.461629426,0.966019994,-0.925764026,-0.040255968,-0.962995745,23.980672201,18.538581762,3.930737138,-22.469318900,0.886220453,0.581890357,0.031889190,18.538581762,3.930737138,-22.469318900,0.072706635,225.125264547
0.078600000,0.000000000,25.000000000,0.990695136,0.461898292,1.003468330,-0.877112170,-0.126356159,-0.963004637,23.980671844,17.281317371,5.782137591,-23.063454962,0.860027445,0.620461200,0.019511355,17.281317371,5.782137591,-23.063454962,0.072748981,225.125343492
0.078650000,0.000000000,25.000000000,0.990718589,0.462160894,1.034671572,-0.822995835,-0.211675737,-0.963014584,23.980671444,15.916815564,7.597659740,-23.514475303,0.831600324,0.658284578,0.010115098,15.916815564,7.597659740,-23.514475303,0.072790341,225.125439881
